;group;user;task_id;cum_this_puzzle_attempt;timestamp;percentage_tutorial;percentage_intermediate;percentage_advanced;attempts_per_puzzle;user_elo;puzzle_elo;puzzle_difficulty;avg_complete_time;n_events;n_check_solution;bestSubmit;n_breaks;n_manipulation_events;n_snapshot;n_rotate_view;completed;n_events_percentile1;n_events_percentile2;n_events_percentile3;1. One Box;2. Separated Boxes;3. Rotate a Pyramid;4. Match Silhouettes;45-Degree Rotations;5. Removing Objects;6. Stretch a Ramp;7. Max 2 Boxes;8. Combine 2 Ramps;9. Scaling Round Objects;Angled Silhouette;Bird Fez;Boxes Obscure Spheres;Bull Market;Few Clues;More Than Meets Your Eye;Not Bird;Object Limits;Orange Dance;Pi Henge;Pyramids are Strange;Ramp Up and Can It;Square Cross-Sections;Stranger Shapes;Sugar Cones;Tall and Small;Unnecessary;Warm Up;Zzz
10;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Bird Fez;1;2019-10-23 13:23:42.745469-04:00;100.0;11.11;0.0;1.0;0.18;1.78;0.156674;3.63;34.0;1.0;100.0;1.0;10.0;0.0;4.0;1.0;32.0;34.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Pi Henge;1;2019-10-23 13:24:58.113069-04:00;100.0;22.22;0.0;1.0;0.53;1.27;0.067346;2.22;28.0;1.0;100.0;1.0;12.0;0.0;0.0;1.0;17.0;27.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;45-Degree Rotations;1;2019-10-23 13:26:22.574717-04:00;100.0;33.33;0.0;1.0;0.77;0.78;0.096715;2.74;59.0;2.0;0.0;1.0;26.0;0.0;9.0;1.0;3.0;30.0;59.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Pyramids are Strange;1;2019-10-23 13:32:09.806623-04:00;100.0;44.44;0.0;1.0;0.88;1.3;0.1796;4.0;62.0;0.0;0.0;2.0;12.0;0.0;21.0;1.0;3.0;25.0;62.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Boxes Obscure Spheres;1;2019-10-23 13:44:55.377213-04:00;100.0;55.56;0.0;1.0;1.06;1.91;0.266198;4.97;105.0;3.0;66.67;2.0;35.0;1.0;23.0;1.0;33.0;77.0;105.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Object Limits;1;2019-10-23 13:52:02.275978-04:00;100.0;66.67;0.0;1.0;1.3;1.61;0.257177;2.71;29.0;3.0;100.0;2.0;10.0;0.0;4.0;1.0;21.0;28.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Warm Up;1;2019-10-23 13:53:38.158728-04:00;100.0;77.78;0.0;1.0;1.49;0.59;0.183971;0.93;17.0;1.0;100.0;0.0;6.0;0.0;0.0;1.0;6.0;14.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
17;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Angled Silhouette;1;2019-10-23 13:54:08.996290-04:00;100.0;77.78;7.69;1.0;1.58;1.35;0.147673;2.21;37.0;2.0;66.67;1.0;10.0;0.0;13.0;1.0;12.0;18.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Sugar Cones;1;2019-10-23 13:58:06.425197-04:00;100.0;88.89;7.69;1.0;1.73;0.9;0.085909;1.44;23.0;1.0;100.0;0.0;7.0;0.0;0.0;1.0;11.0;23.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
19;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Stranger Shapes;1;2019-10-25 09:04:35.573219-04:00;100.0;88.89;15.38;1.11;1.81;1.7;0.283971;4.31;94.0;5.0;100.0;2.0;28.0;3.0;4.0;1.0;47.0;75.0;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
20;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Bull Market;1;2019-10-25 09:04:29.102575-04:00;100.0;88.89;15.38;1.05;1.81;2.98;0.358579;7.9;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Tall and Small;1;2019-10-25 09:08:49.408266-04:00;100.0;88.89;23.08;1.05;1.98;1.74;0.266869;4.44;94.0;5.0;66.67;0.0;29.0;5.0;27.0;1.0;44.0;73.0;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
22;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Ramp Up and Can It;1;2019-10-25 09:13:34.116531-04:00;100.0;88.89;30.77;1.0;2.14;1.74;0.206271;2.7;30.0;2.0;100.0;2.0;4.0;2.0;7.0;1.0;11.0;22.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;More Than Meets Your Eye;1;2019-10-25 09:15:15.311890-04:00;100.0;88.89;38.46;1.0;2.29;1.21;0.192319;4.66;70.0;2.0;66.67;3.0;31.0;0.0;5.0;1.0;27.0;44.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Not Bird;1;2019-10-25 09:19:37.866243-04:00;100.0;88.89;46.15;1.0;2.39;2.12;0.260197;3.92;55.0;2.0;100.0;0.0;17.0;0.0;3.0;1.0;41.0;55.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Unnecessary;1;2019-10-25 09:21:18.844455-04:00;100.0;100.0;46.15;1.0;2.57;1.74;0.76;10.0;45.0;4.0;100.0;2.0;9.0;0.0;11.0;1.0;45.0;45.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
26;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Zzz;1;2019-10-25 09:24:07.208903-04:00;100.0;100.0;53.85;0.96;2.71;1.81;0.234035;2.82;70.0;3.0;66.67;0.0;26.0;2.0;10.0;1.0;27.0;49.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Bull Market;2;2019-10-25 09:27:13.449984-04:00;100.0;100.0;61.54;0.97;2.84;2.98;0.358579;7.9;164.0;1.0;0.0;3.0;59.0;3.0;27.0;1.0;23.0;83.0;164.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Few Clues;1;2019-10-25 09:39:53.364773-04:00;100.0;100.0;69.23;0.97;3.29;1.92;0.324041;5.26;141.0;0.0;0.0;1.0;62.0;6.0;15.0;1.0;48.0;89.0;141.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Orange Dance;1;2019-10-25 09:46:47.424214-04:00;100.0;100.0;76.92;1.0;3.42;2.37;0.647731;14.06;253.0;0.0;0.0;2.0;131.0;17.0;15.0;0.0;116.0;253.0;253.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Orange Dance;2;2019-10-25 09:54:34.639169-04:00;100.0;100.0;76.92;1.03;3.42;2.37;0.647731;14.06;56.0;0.0;0.0;2.0;22.0;2.0;2.0;0.0;56.0;56.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
